단축코드,한글명,그룹코드,시장
373490,KODEX K-이노베이션액티브,EF,코스피
373530,ARIRANG 신흥국MSCI인버스(합성 H),EF,코스피
373790,KOSEF 미국방어배당성장나스닥,EF,코스피
375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),EF,코스피
375500,DL이앤씨,ST,코스피
37550K,DL이앤씨우,ST,코스피
37550L,DL이앤씨2우(전환),ST,코스피
375760,HANARO 탄소효율그린뉴딜,EF,코스피
375770,KODEX 탄소효율그린뉴딜,EF,코스피
376410,TIGER 탄소효율그린뉴딜,EF,코스피
377190,디앤디플랫폼리츠,RT,코스피
377300,카카오페이,ST,코스피
377740,바이오노트,ST,코스피
377990,TIGER Fn신재생에너지,EF,코스피
378850,화승알앤에이,ST,코스피
379780,KBSTAR 미국S&P500,EF,코스피
379790,KBSTAR 유로스탁스50(H),EF,코스피
379800,KODEX 미국S&P500TR,EF,코스피
379810,KODEX 미국나스닥100TR,EF,코스피
380340,ACE Fn5G플러스,EF,코스피
381170,TIGER 미국테크TOP10 INDXX,EF,코스피
381180,TIGER 미국필라델피아반도체나스닥,EF,코스피
381560,HANARO Fn전기&수소차,EF,코스피
381570,HANARO Fn친환경에너지,EF,코스피
381970,케이카,ST,코스피
383220,F&F,ST,코스피
383800,LX홀딩스,ST,코스피
38380K,LX홀딩스1우,ST,코스피
385510,KODEX K-신재생에너지액티브,EF,코스피
385520,KODEX K-미래차액티브,EF,코스피
385540,KBSTAR 종합채권(A-이상)액티브,EF,코스피
385550,KBSTAR 단기종합채권(AA-이상)액티브,EF,코스피
385560,KBSTAR KIS국고채30년Enhanced,EF,코스피
385590,ACE ESG액티브,EF,코스피
385600,ACE 2차전지&친환경차액티브,EF,코스피
385710,TIMEFOLIO 이노베이션액티브,EF,코스피
385720,TIMEFOLIO Kstock액티브,EF,코스피
387270,TIGER 글로벌BBIG액티브,EF,코스피
387280,TIGER 퓨처모빌리티액티브,EF,코스피
388280,KBSTAR Fn컨택트대표,EF,코스피
388420,KBSTAR 비메모리반도체액티브,EF,코스피
390390,KODEX 미국반도체MV,EF,코스피
390400,KODEX 미국스마트모빌리티S&P,EF,코스피
390950,HANARO 단기채권액티브,EF,코스피
391590,ACE 미국스팩&IPO INDXX,EF,코스피
391600,ACE 미국친환경그린테마INDXX,EF,코스피
391670,HK 베스트일레븐액티브,EF,코스피
391680,HK 하이볼액티브,EF,코스피
394340,KOSEF 글로벌디지털경제,EF,코스피
394350,KOSEF 글로벌퓨처모빌리티,EF,코스피
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,EF,코스피
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF,코스피
395150,KODEX Fn웹툰&드라마,EF,코스피
395160,KODEX Fn시스템반도체,EF,코스피
395170,KODEX Fn Top10동일가중,EF,코스피
395270,HANARO Fn K-반도체,EF,코스피
395280,HANARO Fn K-게임,EF,코스피
395290,HANARO Fn K-POP&미디어,EF,코스피
395400,SK리츠,RT,코스피
395750,ARIRANG ESG가치주액티브,EF,코스피
395760,ARIRANG ESG성장주액티브,EF,코스피
396500,TIGER Fn반도체TOP10,EF,코스피
396510,TIGER 차이나클린에너지SOLACTIVE,EF,코스피
396520,TIGER 차이나반도체FACTSET,EF,코스피
396690,미래에셋글로벌리츠,RT,코스피
397410,KBSTAR 국채선물5년추종인버스,EF,코스피
397420,KBSTAR 국채선물5년추종,EF,코스피
399110,SOL 미국S&P500ESG,EF,코스피
399580,KBSTAR 글로벌클린에너지S&P,EF,코스피
400570,KODEX 유럽탄소배출권선물ICE(H),EF,코스피
400580,SOL 유럽탄소배출권선물S&P(H),EF,코스피
400590,SOL 글로벌탄소배출권선물ICE(합성),EF,코스피
400760,NH올원리츠,RT,코스피
400970,TIGER Fn메타버스,EF,코스피
401170,KBSTAR iSelect메타버스,EF,코스피
401470,KODEX K-메타버스액티브,EF,코스피
401590,HANARO 글로벌탄소배출권선물ICE(합성),EF,코스피
402340,SK스퀘어,ST,코스피
402460,HANARO Fn K-메타버스MZ,EF,코스피
402520,FOCUS 혁신기업액티브,EF,코스피
402970,ACE 미국배당다우존스,EF,코스피
403550,쏘카,ST,코스피
403790,마이다스 KoreaStock액티브,EF,코스피
403990,KBSTAR KRX기후변화솔루션,EF,코스피
404120,TIMEFOLIO 탄소중립액티브,EF,코스피
404260,KODEX KRX기후변화솔루션,EF,코스피
404470,HANARO KRX기후변화솔루션,EF,코스피
404540,TIGER KRX기후변화솔루션,EF,코스피
404650,SOL KRX기후변화솔루션,EF,코스피
404990,신한서부티엔디리츠,RT,코스피
407160,MASTER 테크미디어텔레콤액티브,EF,코스피
407170,MASTER 스마트커머스액티브,EF,코스피
407300,HANARO Fn골프테마,EF,코스피
407310,HANARO 200 TOP10,EF,코스피
407820,에셋플러스 코리아플랫폼액티브,EF,코스피
407830,에셋플러스 글로벌플랫폼액티브,EF,코스피
409810,KODEX 미국나스닥100선물인버스(H),EF,코스피
409820,KODEX 미국나스닥100레버리지(합성 H),EF,코스피
410870,TIMEFOLIO K컬처액티브,EF,코스피
411050,ACE 글로벌메타버스테크액티브,EF,코스피
411060,ACE KRX금현물,EF,코스피
411420,KODEX 미국메타버스나스닥액티브,EF,코스피
411540,SOL 200 Top10,EF,코스피
411720,KBSTAR 글로벌메타버스Moorgate,EF,코스피
411860,KOSEF 독일DAX,EF,코스피
412560,TIGER BBIG레버리지,EF,코스피
412570,TIGER 2차전지TOP10레버리지,EF,코스피
412770,TIGER 글로벌메타버스액티브,EF,코스피
413220,SOL 차이나태양광CSI(합성),EF,코스피
413930,WOORI AI ESG액티브,EF,코스피
414270,ACE G2전기차&자율주행액티브,EF,코스피
414780,TIGER 차이나과창판STAR50(합성),EF,코스피
415340,KODEX 차이나과창판STAR50(합성),EF,코스피
415760,SOL 차이나육성산업액티브(합성),EF,코스피
415920,ARIRANG 글로벌희토류전략자원기업MV,EF,코스피
416090,ACE 중국과창판STAR50,EF,코스피
417310,코람코더원리츠,RT,코스피
417450,KBSTAR 글로벌수소경제Indxx,EF,코스피
417630,TIGER KEDI혁신기업ESG30,EF,코스피
418660,TIGER 미국나스닥100레버리지(합성),EF,코스피
418670,TIGER 글로벌사이버보안INDXX,EF,코스피
419170,HANARO 미국메타버스iSelect,EF,코스피
419420,KODEX 미국클린에너지나스닥,EF,코스피
419430,KODEX 차이나2차전지MSCI(합성),EF,코스피
419650,ARIRANG 글로벌수소&차세대연료전지MV,EF,코스피
419890,히어로즈 단기채권ESG액티브,EF,코스피
421320,ARIRANG 우주항공&UAM iSelect,EF,코스피
422260,VITA MZ소비액티브,EF,코스피
422420,KBSTAR 2차전지액티브,EF,코스피
423160,KODEX KOFR금리액티브(합성),EF,코스피
423170,SOL 한국형글로벌반도체액티브,EF,코스피
423920,TIGER 미국필라델피아반도체레버리지(합성),EF,코스피
424460,HANARO 글로벌워터MSCI(합성),EF,코스피
426020,TIMEFOLIO 미국S&P500액티브,EF,코스피
426030,TIMEFOLIO 미국나스닥100액티브,EF,코스피
426150,WOORI 대한민국국고채액티브,EF,코스피
426330,KOSEF 미국ETF산업STOXX,EF,코스피
426410,ARIRANG 미국대체투자Top10MV,EF,코스피
427110,KBSTAR Fn창업투자회사,EF,코스피
427120,KBSTAR Fn플랫폼테마,EF,코스피
428510,KODEX 차이나메타버스액티브,EF,코스피
428560,KODEX 미국ETF산업Top10 Indxx,EF,코스피
429000,TIGER 미국S&P500배당귀족,EF,코스피
429010,TIGER 미국나스닥넥스트100,EF,코스피
429740,ARIRANG K리츠Fn,EF,코스피
429760,ARIRANG 미국S&P500,EF,코스피
429870,히어로즈 리츠이지스액티브,EF,코스피
429980,SOL 한국형글로벌전기차&2차전지액티브,EF,코스피
429990,SOL 한국형글로벌플랫폼&메타버스액티브,EF,코스피
430500,KOSEF 물가채KIS,EF,코스피
432320,KB스타리츠,RT,코스피
432600,KBSTAR 국채선물3년,EF,코스피
432840,HANARO 미국S&P500,EF,코스피
432850,HANARO 글로벌백신치료제MSCI,EF,코스피
433220,에셋플러스 글로벌대장장이액티브,EF,코스피
433250,UNICORN R&D 액티브,EF,코스피
433330,SOL 미국S&P500,EF,코스피
433500,ACE 원자력테마딥서치,EF,코스피
433850,ARIRANG TDF2030액티브,EF,코스피
433860,ARIRANG TDF2040액티브,EF,코스피
433870,ARIRANG TDF2050액티브,EF,코스피
433880,ARIRANG TDF2060액티브,EF,코스피
433970,KODEX TDF2030액티브,EF,코스피
433980,KODEX TDF2040액티브,EF,코스피
434060,KODEX TDF2050액티브,EF,코스피
434730,HANARO 원자력iSelect,EF,코스피
434960,대신343 K200,EF,코스피
435040,ACE 글로벌브랜드TOP10블룸버그,EF,코스피
435420,TIGER 미국나스닥100TR채권혼합Fn,EF,코스피
435530,히어로즈 TDF2030액티브,EF,코스피
435540,히어로즈 TDF2040액티브,EF,코스피
435550,히어로즈 TDF2050액티브,EF,코스피
436140,SOL 종합채권(AA-이상)액티브,EF,코스피
436180,ARIRANG K-유니콘투자기업액티브,EF,코스피
437070,KODEX 아시아달러채권ESG플러스액티브,EF,코스피
437080,KODEX 미국종합채권ESG액티브(H),EF,코스피
437350,KBSTAR 미국단기투자등급회사채액티브,EF,코스피
437370,KBSTAR 글로벌농업경제MV,EF,코스피
437550,히어로즈 글로벌리츠이지스액티브,EF,코스피
438080,ACE 미국S&P500채권혼합액티브,EF,코스피
438100,ACE 미국나스닥100채권혼합액티브,EF,코스피
438210,ARIRANG 글로벌인공지능산업MV,EF,코스피
438320,TIGER 차이나항셍테크레버리지(합성 H),EF,코스피
438330,TIGER 투자등급회사채액티브,EF,코스피
438560,SOL 국고채3년,EF,코스피
438570,SOL 국고채10년,EF,코스피
438740,마이다스 KoreaStock중소형액티브,EF,코스피
438900,HANARO Fn K-푸드,EF,코스피
439860,KODEX ESG종합채권(A-이상)액티브,EF,코스피
439870,KODEX 국고채30년액티브,EF,코스피
440340,TIGER 글로벌멀티에셋TIF액티브,EF,코스피
440640,ACE 단기채권알파액티브,EF,코스피
440650,ACE 미국달러단기채권액티브,EF,코스피
440910,WOORI 미국S&P우주항공&디펜스,EF,코스피
441330,KOSEF 차이나A50커넥트MSCI,EF,코스피
441540,HANARO Fn조선해운,EF,코스피
441640,KODEX 미국배당프리미엄액티브,EF,코스피
441680,TIGER 미국나스닥100커버드콜(합성),EF,코스피
441800,TIMEFOLIO Korea플러스배당액티브,EF,코스피
442090,에셋플러스 코리아대장장이액티브,EF,코스피
442260,마이티 다이나믹퀀트액티브,EF,코스피
442320,KBSTAR 글로벌원자력iSelect,EF,코스피
442550,KBSTAR TDF2030액티브,EF,코스피
442560,KBSTAR TDF2040액티브,EF,코스피
442570,KBSTAR TDF2050액티브,EF,코스피
442580,ARIRANG 글로벌D램반도체iSelect,EF,코스피
444200,SOL KEDI메가테크액티브,EF,코스피
444490,WOORI 미국S&P500,EF,코스피
445150,KODEX K-친환경선박액티브,EF,코스피
445290,KODEX K-로봇액티브,EF,코스피
445690,BNK 주주가치액티브,EF,코스피
445910,TIGER MKF배당귀족,EF,코스피
445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),EF,코스피
445950,KOSEF 차이나A50커넥트인버스MSCI(합성 H),EF,코스피
446070,유니드비티플러스,ST,코스피
446690,KODEX 아시아반도체공급망exChina액티브,EF,코스피
446700,KBSTAR 배터리 리사이클링iSelect,EF,코스피
446720,SOL 미국배당다우존스,EF,코스피
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,EF,코스피
447430,ACE 주주환원가치주액티브,EF,코스피
447620,SOL 미국TOP5채권혼합40 Solactive,EF,코스피
447660,ARIRANG Apple채권혼합Fn,EF,코스피
447770,TIGER 테슬라채권혼합Fn,EF,코스피
447820,TIGER 24-10 회사채(A+이상)액티브,EF,코스피
448100,WOORI 200,EF,코스피
448290,TIGER 미국S&P500TR(H),EF,코스피
448300,TIGER 미국나스닥100TR(H),EF,코스피
448330,KODEX 삼성전자채권혼합Wise,EF,코스피
448490,HANARO 32-10 국고채액티브,EF,코스피
448510,HANARO 글로벌신재생에너지MSCI(합성),EF,코스피
448540,ACE 엔비디아채권혼합블룸버그,EF,코스피
448570,FOCUS AI코리아액티브,EF,코스피
448600,KBSTAR 25-11 회사채(AA-이상)액티브,EF,코스피
448630,KBSTAR 삼성그룹Top3채권혼합블룸버그,EF,코스피
448730,삼성FN리츠,RT,코스피
448880,ACE 24-12 회사채(AA-이상)액티브,EF,코스피
449170,TIGER KOFR금리액티브(합성),EF,코스피
449180,KODEX 미국S&P500(H),EF,코스피
449190,KODEX 미국나스닥100(H),EF,코스피
449450,ARIRANG K방산Fn,EF,코스피
449540,SOL 24-06 국고채액티브,EF,코스피
449580,KBSTAR 미국빅데이터Top3채권혼합iSelect,EF,코스피
449680,TIGER 한중전기차(합성),EF,코스피
449690,TIGER 한중반도체(합성),EF,코스피
449770,KOSEF 미국S&P500,EF,코스피
449780,KOSEF 미국S&P500(H),EF,코스피
450080,에코프로머티,ST,코스피
450120,KOSEF SK그룹대표주,EF,코스피
450140,코오롱모빌리티그룹,ST,코스피
45014K,코오롱모빌리티그룹우,ST,코스피
450180,KODEX 한중전기차(합성),EF,코스피
450190,KODEX 한중반도체(합성),EF,코스피
450910,SOL 코스닥150,EF,코스피
451000,ARIRANG 종합채권(AA-이상)액티브,EF,코스피
451060,KTOP K200액티브,EF,코스피
451150,에셋플러스 글로벌영에이지액티브,EF,코스피
451530,TIGER 국고채30년스트립액티브,EF,코스피
451540,TIGER 종합채권(AA-이상)액티브,EF,코스피
451600,ARIRANG 국고채30년액티브,EF,코스피
451670,KBSTAR 국채30년레버리지KAP(합성),EF,코스피
451800,한화리츠,RT,코스피
452250,ACE 미국30년국채선물레버리지(합성 H),EF,코스피
452260,한화갤러리아,ST,코스피
45226K,한화갤러리아우,ST,코스피
452360,SOL 미국배당다우존스(H),EF,코스피
452440,VITA 밸류알파액티브,EF,코스피
453010,ARIRANG KOFR금리,EF,코스피
453060,HANARO KOFR금리액티브(합성),EF,코스피
453080,KOSEF 미국나스닥100(H),EF,코스피
453330,KBSTAR 미국S&P500(H),EF,코스피
453340,현대그린푸드,ST,코스피
453530,TIGER 24-04 회사채(A+이상)액티브,EF,코스피
453540,TIGER 25-10 회사채(A+이상)액티브,EF,코스피
453630,KODEX 미국S&P500필수소비재,EF,코스피
453640,KODEX 미국S&P500헬스케어,EF,코스피
453650,KODEX 미국S&P500금융,EF,코스피
453660,KODEX 미국S&P500경기소비재,EF,코스피
453810,KODEX 인도Nifty50,EF,코스피
453820,KODEX 인도Nifty50레버리지(합성),EF,코스피
453850,ACE 미국30년국채액티브(H),EF,코스피
453870,TIGER 인도니프티50,EF,코스피
453950,TIGER TSMC밸류체인FACTSET,EF,코스피
454180,KOSEF 차이나내수소비TOP CSI,EF,코스피
454320,HANARO CAPEX설비투자iSelect,EF,코스피
454780,히어로즈 종합채권(AA-이상)액티브,EF,코스피
454910,두산로보틱스,ST,코스피
455030,KODEX 미국달러SOFR금리액티브(합성),EF,코스피
455660,ACE 미국하이일드액티브(H),EF,코스피
455850,SOL AI반도체소부장,EF,코스피
455860,SOL 2차전지소부장Fn,EF,코스피
455890,KBSTAR 머니마켓액티브,EF,코스피
455960,KBSTAR 미국달러SOFR금리액티브(합성),EF,코스피
456040,OCI,ST,코스피
456100,HANARO 유로존국채25년플러스(합성 H),EF,코스피
456200,ARIRANG 미국달러SOFR금리액티브(합성),EF,코스피
456250,KODEX 유럽명품TOP10 STOXX,EF,코스피
456600,TIMEFOLIO 글로벌AI인공지능액티브,EF,코스피
456610,TIGER 미국달러SOFR금리액티브(합성),EF,코스피
456680,TIGER 차이나전기차레버리지(합성),EF,코스피
456880,ACE 미국달러SOFR금리(합성),EF,코스피
457190,이수스페셜티케미컬,ST,코스피
457480,ACE 테슬라밸류체인액티브,EF,코스피
457690,KODEX 33-06 국고채액티브,EF,코스피
457700,KODEX 53-09 국고채액티브,EF,코스피
457930,BNK 미래전략기술액티브,EF,코스피
457990,ARIRANG 태양광&ESS Fn,EF,코스피
458030,WOORI 단기국공채액티브,EF,코스피
458210,히어로즈 CD금리액티브(합성),EF,코스피
458250,TIGER 미국채30년스트립액티브(합성 H),EF,코스피
458260,TIGER 미국투자등급회사채액티브(H),EF,코스피
458730,TIGER 미국배당다우존스,EF,코스피
458750,TIGER 미국배당+3%프리미엄다우존스,EF,코스피
458760,TIGER 미국배당+7%프리미엄다우존스,EF,코스피
459370,SOL 유럽탄소배출권선물인버스ICE(H),EF,코스피
459560,KODEX 테슬라밸류체인FactSet,EF,코스피
459580,KODEX CD금리액티브(합성),EF,코스피
459750,KBSTAR 글로벌주식분산액티브,EF,코스피
459790,히어로즈 미국성장기업30액티브,EF,코스피
460270,히어로즈 미국달러SOFR금리액티브(합성),EF,코스피
460280,KOSEF Fn유전자혁신기술,EF,코스피
460660,KBSTAR 미국S&P배당킹,EF,코스피
460850,동국씨엠,ST,코스피
460860,동국제강,ST,코스피
460960,ACE 글로벌인컴TOP10 SOLACTIVE,EF,코스피
461260,ACE 25-06 회사채(AA-이상)액티브,EF,코스피
461270,ACE 26-06 회사채(AA-이상)액티브,EF,코스피
461340,HANARO 글로벌생성형AI액티브,EF,코스피
461450,KODEX 코스닥글로벌,EF,코스피
461460,ARIRANG 국고채10년액티브,EF,코스피
461490,KBSTAR 글로벌자산배분액티브,EF,코스피
461500,HANARO 종합채권(AA-이상)액티브,EF,코스피
461580,TIGER 코스닥글로벌,EF,코스피
461600,SOL 미국30년국채액티브(H),EF,코스피
461900,ARIRANG 미국테크10iSelect,EF,코스피
461910,ARIRANG 미국테크10레버리지iSelect(합성),EF,코스피
461950,KODEX 2차전지핵심소재10 Fn,EF,코스피
462010,TIGER 2차전지소재Fn,EF,코스피
462330,KODEX 2차전지산업레버리지,EF,코스피
462340,에셋플러스 글로벌다이나믹시니어액티브,EF,코스피
462520,조선내화,ST,코스피
462540,SOL 25-09 회사채(AA-이상)액티브,EF,코스피
462900,KoAct 바이오헬스케어액티브,EF,코스피
463050,TIMEFOLIO K바이오액티브,EF,코스피
463250,TIGER 스페이스테크iSelect,EF,코스피
463290,KTOP 단기금융채액티브,EF,코스피
463300,KBSTAR 중국본토CSI300,EF,코스피
463640,KODEX 미국S&P500유틸리티,EF,코스피
463680,KODEX 미국S&P500테크놀로지,EF,코스피
463690,KODEX 미국S&P500통신서비스,EF,코스피
464060,HANARO 글로벌반도체TOP10 SOLACTIVE,EF,코스피
464230,히어로즈 24-09 회사채(AA-이상)액티브,EF,코스피
464240,히어로즈 26-09 회사채(AA-이상)액티브,EF,코스피
464310,TIGER 글로벌AI&로보틱스 INDXX,EF,코스피
464470,ARIRANG 미국채30년액티브,EF,코스피
464540,KBSTAR 25-03 회사채(AA-이상)액티브,EF,코스피
464600,SOL 자동차소부장Fn,EF,코스피
464610,SOL 의료기기소부장Fn,EF,코스피
464920,ARIRANG 일본반도체소부장Solactive,EF,코스피
464930,TIGER 글로벌혁신블루칩TOP10,EF,코스피
465330,KBSTAR 2차전지TOP10,EF,코스피
465350,KBSTAR 2차전지TOP10인버스(합성),EF,코스피
465580,ACE 미국빅테크TOP7 Plus,EF,코스피
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),EF,코스피
465620,ACE 미국빅테크TOP7 Plus인버스(합성),EF,코스피
465660,TIGER 일본반도체FACTSET,EF,코스피
465670,TIGER 미국캐시카우100,EF,코스피
465680,KODEX 24-12 은행채(AA+이상)액티브,EF,코스피
465770,STX그린로지스,ST,코스피
465780,마이티 26-09 특수채(AAA)액티브,EF,코스피
466400,KTOP 25-08 회사채(A+이상)액티브,EF,코스피
466810,BNK 2차전지양극재,EF,코스피
466920,SOL 조선TOP3플러스,EF,코스피
466930,SOL 자동차TOP3플러스,EF,코스피
466940,TIGER 은행고배당플러스TOP10,EF,코스피
466950,TIGER 글로벌AI액티브,EF,코스피
467540,KOSEF 코스닥글로벌,EF,코스피
467620,히어로즈 25-09 미국채권(AA-이상)액티브,EF,코스피
467940,KODEX 25-11 회사채(A+이상)액티브,EF,코스피
468370,KODEX iShares미국인플레이션국채액티브,EF,코스피
468380,KODEX iShares미국하이일드액티브,EF,코스피
468630,KODEX iShares미국투자등급회사채액티브,EF,코스피
468820,WOORI 25-09 회사채(AA-이상)액티브,EF,코스피
469050,KBSTAR 미국반도체NYSE(H),EF,코스피
469060,KBSTAR 미국반도체NYSE,EF,코스피
469070,KBSTAR AI&로봇,EF,코스피
469150,ACE AI반도체포커스,EF,코스피
469160,ACE 일본반도체,EF,코스피
469170,ACE 포스코그룹포커스,EF,코스피
469530,KBSTAR 미국달러선물인버스,EF,코스피
469580,KBSTAR KP달러채권액티브,EF,코스피
469790,KOSEF K-테크TOP10,EF,코스피
469820,SOL 24-12 회사채(AA-이상)액티브,EF,코스피
469830,SOL 초단기채권액티브,EF,코스피
470260,TIGER 24-12 금융채(AA-이상),EF,코스피
470310,UNICORN 생성형AI강소기업액티브,EF,코스피
470320,BNK 24-11 회사채(AA-이상)액티브,EF,코스피
471040,KoAct 글로벌AI&로봇액티브,EF,코스피
471230,KODEX 국고채10년액티브,EF,코스피
471290,HANARO CD금리액티브(합성),EF,코스피
471460,히어로즈 국고채30년액티브,EF,코스피
471760,TIGER AI반도체핵심공정,EF,코스피
471780,TIGER 코리아테크액티브,EF,코스피
471990,KODEX AI반도체핵심장비,EF,코스피
472150,TIGER 배당프리미엄액티브,EF,코스피
472160,TIGER 미국테크TOP10 INDXX(H),EF,코스피
472170,TIGER 미국테크TOP10채권혼합,EF,코스피
472350,KTOP 차이나H(H),EF,코스피
472490,HANARO 미국애그테크,EF,코스피
472720,TRUSTON 주주가치액티브,EF,코스피
472830,KBSTAR 미국채30년커버드콜(합성),EF,코스피
472840,ITF 200,EF,코스피
472870,KBSTAR 미국채30년엔화노출(합성 H),EF,코스피
472920,HK 종합채권(AA-이상)액티브,EF,코스피
473290,KODEX 26-12 회사채(AA-이상)액티브,EF,코스피
473330,SOL 미국30년국채커버드콜(합성),EF,코스피
473380,HANARO K-메디테크,EF,코스피
473440,ACE 11월만기자동연장회사채AA-이상액티브,EF,코스피
473460,KODEX 미국서학개미,EF,코스피
473490,KOSEF 글로벌AI반도체,EF,코스피
473500,KOSEF 글로벌전력반도체,EF,코스피
473590,ACE 미국주식베스트셀러,EF,코스피
473640,HANARO 글로벌금채굴기업,EF,코스피
474220,TIGER 미국테크TOP10+10%프리미엄,EF,코스피
474390,SOL 국고채30년액티브,EF,코스피
474590,WOORI 반도체밸류체인액티브,EF,코스피
474800,KOSEF 미국원유에너지기업,EF,코스피
474920,에셋플러스 차이나일등기업포커스10액티브,EF,코스피
475050,ACE KPOP포커스,EF,코스피
475070,KoAct 글로벌기후테크인프라액티브,EF,코스피
475080,KODEX 테슬라인컴프리미엄채권혼합액티브,EF,코스피
475260,ACE 2월만기자동연장회사채AA-이상액티브,EF,코스피
475270,ACE 5월만기자동연장회사채AA-이상액티브,EF,코스피
475280,ACE 8월만기자동연장회사채AA-이상액티브,EF,코스피
475300,SOL 반도체전공정,EF,코스피
475310,SOL 반도체후공정,EF,코스피
475350,KBSTAR 버크셔포트폴리오TOP10,EF,코스피
475380,KBSTAR 글로벌리얼티인컴,EF,코스피
475630,TIGER 1년은행양도성예금증서액티브(합성),EF,코스피
476000,UNICORN 포스트IPO액티브,EF,코스피
476070,KODEX 글로벌비만치료제TOP2 Plus,EF,코스피
476260,HANARO 반도체핵심공정주도주,EF,코스피
476310,KBSTAR 글로벌비만산업TOP2+,EF,코스피
476450,히어로즈 머니마켓액티브,EF,코스피
476550,TIGER 미국30년국채프리미엄액티브(H),EF,코스피
476690,TIGER 글로벌비만치료제TOP2Plus,EF,코스피
476850,KoAct 배당성장액티브,EF,코스피
950210,프레스티지바이오파마,DR,코스피
J0014401E,대한전선 57R,SR,코스피
J0036221D,KG모빌리티 122WR,SW,코스피
J0051121C,한창 66WR,SW,코스피
J00532219,국동 9WR,SW,코스피
J0110821B,형지I&C 6WR,SW,코스피
J0113321D,유니켐 38WR,SW,코스피
J0180021D,유니슨 15WR,SW,코스피
J01957229,리더스 기술투자 9WR,SW,코스피
J0342201E,LG디스플레이 6R,SR,코스피
J04963229,재영솔루텍 11WR,SW,코스피
J0543021A,팬스타엔터프라이즈 22WR,SW,코스피
J0673921C,아스트 11WR,SW,코스피
J0676321C,에이치엘비생명과학 9WR,SW,코스피
J0807221D,한국유니온제약 3WR,SW,코스피
J1055521A,트루윈 11WR,SW,코스피
J1099621D,에이프로젠 H&G 6WR,SW,코스피
J1432121D,핸즈코퍼레이션 2WR,SW,코스피
J2456221D,이원다이애그노믹스 10WR,SW,코스피
J2552221D,SG 17WR,SW,코스피
J2901221D,DH오토리드 9WR,SW,코스피
J3232321D,엠에프엠코리아 7WR,SW,코스피
Q500055,신한 인버스 Russell 2000 ETN,EN,코스피
Q500056,신한 레버리지 Russell 2000 ETN,EN,코스피
Q500057,신한 인버스 2X Russell 2000 ETN,EN,코스피
Q500061,신한 인버스 코스피 200 선물 ETN,EN,코스피
Q500063,신한 인버스 코스닥 150 선물 ETN,EN,코스피
Q500065,신한 블룸버그 레버리지 WTI원유 선물 ETN,EN,코스피
Q500066,신한 블룸버그 인버스 2X WTI원유 선물 ETN,EN,코스피
Q500067,신한 레버리지 10년 국채선물 ETN,EN,코스피
Q500068,신한 인버스 2X 10년 국채선물 ETN,EN,코스피
Q500069,신한 레버리지 코스피 200 선물 ETN,EN,코스피
Q500070,신한 인버스 2X 코스피 200 선물 ETN,EN,코스피
Q500071,신한 레버리지 코스닥 150 선물 ETN,EN,코스피
Q500072,신한 인버스 2X 코스닥 150 선물 ETN,EN,코스피
Q500074,신한 블룸버그 -2X 천연가스 선물 ETN(H),EN,코스피
Q500076,신한 S&P500 VIX S/T 선물 ETN D,EN,코스피
Q500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,EN,코스피
Q500078,신한 S&P 유로 선물 ETN(H),EN,코스피
Q500079,신한 S&P 인버스 유로 선물 ETN(H),EN,코스피
Q500080,신한 S&P 레버리지 유로 선물 ETN(H),EN,코스피
Q500081,신한 S&P 인버스 2X 유로 선물 ETN(H),EN,코스피
Q500082,신한 블룸버그 2X 천연가스 선물 ETN,EN,코스피
Q500083,신한 KOFR금리 ETN,EN,코스피
Q500084,신한 미국달러 SOFR금리 플러스 ETN,EN,코스피
Q500085,신한 코스피 200 TR ETN,EN,코스피
Q500086,신한 코스닥 150 TR ETN,EN,코스피
Q500007,신한 인버스 은 선물 ETN(H),EN,코스피
Q500001,신한 K200 USD 선물 바이셀 ETN,EN,코스피
Q500002,신한 USD K200 선물 바이셀 ETN,EN,코스피
Q500035,신한 레버리지 미국달러 선물 ETN,EN,코스피
Q500036,신한 인버스 2X 미국달러 선물 ETN,EN,코스피
Q500020,신한 레버리지 다우존스지수 선물 ETN(H),EN,코스피
Q500028,신한 인버스 2X 다우존스지수 선물 ETN(H),EN,코스피
Q500050,신한 레버리지 S&P500 선물 ETN,EN,코스피
Q500051,신한 인버스 2X S&P500 선물 ETN,EN,코스피
Q500003,신한 인버스 WTI원유 선물 ETN(H),EN,코스피
Q500004,신한 브렌트원유 선물 ETN(H),EN,코스피
Q500005,신한 인버스 브렌트원유 선물 ETN(H),EN,코스피
Q500006,신한 인버스 금 선물 ETN(H),EN,코스피
Q500008,신한 인버스 구리 선물 ETN(H),EN,코스피
Q500009,신한 다우존스지수 선물 ETN(H),EN,코스피
Q500010,신한 인버스 다우존스지수 선물 ETN(H),EN,코스피
Q500011,신한 달러인덱스 선물 ETN(H),EN,코스피
Q500012,신한 인버스 달러인덱스 선물 ETN(H),EN,코스피
Q500013,신한 옥수수 선물 ETN(H),EN,코스피
